id,reference,brand,power,city,responsible
9709,ACH03,Jinko,662,Medellin,Sonia
8581,ACH01,Risen,118,Manizales,Jose
6181,ACH02,Jinko,1829,Medellin,Wilson
1681,ACH02,Jinko,808,Bogota,Diego
1040,ACH01,Jinko,546,Cali,Wilson
1005,ACH02,Jinko,1584,Pereira,Wilson
9038,ACH01,Suntech,1347,Bogota,Diego
3028,ACH03,Risen,1997,Manizales,Sonia
2992,ACH01,Jinko,772,Cali,Carlos
7793,ACH01,Jinko,632,Medellin,Jose
6950,ACH01,Risen,727,Manizales,Jose
2408,ACH02,Suntech,1068,Medellin,Jose
1715,ACH02,Talesun,758,Bogota,Sonia
8523,ACH02,Jinko,1105,Cali,Carlos
6784,ACH02,Talesun,1545,Pereira,Diego
3955,ACH01,Talesun,706,Pereira,Diego
1319,ACH01,Jinko,1740,Bogota,Jose
9041,ACH01,Talesun,1270,Medellin,Diego
4836,ACH01,Risen,1116,Bogota,Carlos
871,ACH02,Suntech,1477,Pereira,Wilson
8190,ACH01,Jinko,1839,Medellin,Sonia
4331,ACH02,Talesun,1819,Medellin,Jose
5899,ACH03,Risen,1920,Cali,Jose
3814,ACH01,Talesun,989,Manizales,Sonia
6478,ACH01,Suntech,512,Medellin,Diego
7064,ACH03,Jinko,1477,Bogota,Jose
4834,ACH02,Talesun,810,Manizales,Diego
9820,ACH02,Jinko,268,Manizales,Jose
9350,ACH03,Suntech,553,Medellin,Wilson
2476,ACH01,Risen,181,Pereira,Diego
6576,ACH02,Risen,336,Medellin,Jose
7656,ACH02,Risen,1302,Pereira,Carlos
3426,ACH01,Jinko,1400,Cali,Jose
7154,ACH02,Jinko,1336,Cali,Jose
9432,ACH02,Talesun,1993,Cali,Carlos
9451,ACH01,Suntech,315,Manizales,Diego
8269,ACH03,Talesun,918,Bogota,Wilson
5701,ACH01,Risen,139,Pereira,Wilson
4039,ACH01,Talesun,1383,Medellin,Sonia
8254,ACH01,Suntech,1075,Cali,Diego
2664,ACH01,Risen,454,Manizales,Carlos
659,ACH03,Suntech,1186,Bogota,Wilson
7970,ACH03,Jinko,1045,Cali,Jose
3111,ACH03,Jinko,1229,Pereira,Jose
3994,ACH02,Suntech,384,Bogota,Wilson
3880,ACH01,Risen,1358,Cali,Carlos
5410,ACH03,Jinko,1651,Medellin,Sonia
880,ACH02,Jinko,805,Pereira,Carlos
5258,ACH02,Suntech,1369,Bogota,Sonia
1334,ACH02,Suntech,1750,Medellin,Jose
9096,ACH02,Talesun,1854,Bogota,Carlos
7764,ACH03,Talesun,1361,Medellin,Diego
4026,ACH02,Suntech,108,Bogota,Carlos
839,ACH02,Jinko,414,Cali,Carlos
5014,ACH03,Talesun,1030,Pereira,Carlos
5906,ACH03,Jinko,819,Bogota,Sonia
5476,ACH01,Talesun,1203,Pereira,Sonia
1461,ACH01,Suntech,1127,Manizales,Wilson
8647,ACH02,Talesun,1838,Medellin,Wilson
7928,ACH02,Jinko,1881,Bogota,Sonia
8156,ACH03,Jinko,1336,Pereira,Diego
7472,ACH03,Talesun,757,Manizales,Diego
9654,ACH03,Suntech,1017,Bogota,Wilson
2150,ACH03,Risen,458,Medellin,Diego
7521,ACH03,Risen,1512,Cali,Diego
2505,ACH02,Suntech,1553,Pereira,Diego
3602,ACH03,Suntech,970,Bogota,Carlos
6806,ACH02,Jinko,720,Manizales,Carlos
5262,ACH03,Risen,1582,Manizales,Diego
6829,ACH01,Jinko,265,Pereira,Wilson
1241,ACH03,Risen,1616,Pereira,Diego
8682,ACH01,Jinko,492,Bogota,Sonia
2390,ACH01,Jinko,125,Bogota,Jose
3304,ACH01,Risen,1287,Bogota,Wilson
1458,ACH01,Jinko,1986,Manizales,Diego
182,ACH01,Talesun,1339,Bogota,Diego
1862,ACH01,Jinko,1033,Bogota,Wilson
3931,ACH02,Talesun,1586,Medellin,Sonia
888,ACH02,Talesun,339,Medellin,Jose
2341,ACH02,Talesun,1838,Bogota,Sonia
6363,ACH02,Suntech,385,Pereira,Sonia
3388,ACH02,Jinko,204,Manizales,Sonia
7003,ACH02,Talesun,1495,Manizales,Jose
9817,ACH01,Risen,1138,Manizales,Sonia
3267,ACH01,Risen,452,Bogota,Jose
5376,ACH02,Suntech,1563,Bogota,Wilson
8668,ACH01,Jinko,1926,Medellin,Wilson
206,ACH03,Jinko,304,Bogota,Sonia
6453,ACH02,Suntech,1222,Cali,Wilson
4910,ACH03,Talesun,160,Medellin,Wilson
628,ACH01,Suntech,690,Medellin,Wilson
459,ACH03,Jinko,783,Cali,Carlos
9794,ACH03,Jinko,1319,Cali,Diego
8375,ACH02,Talesun,1268,Bogota,Carlos
1179,ACH02,Jinko,1881,Cali,Jose
8294,ACH03,Suntech,626,Cali,Jose
138,ACH01,Jinko,1471,Pereira,Wilson
9177,ACH01,Jinko,1228,Medellin,Carlos
4136,ACH02,Risen,762,Cali,Carlos
7307,ACH02,Risen,998,Medellin,Sonia
1653,ACH01,Talesun,1207,Manizales,Carlos
783,ACH02,Risen,1311,Medellin,Jose
4476,ACH01,Risen,822,Medellin,Jose
5439,ACH01,Suntech,1562,Medellin,Carlos
3303,ACH02,Talesun,1141,Manizales,Carlos
8151,ACH02,Suntech,145,Manizales,Diego
2260,ACH03,Suntech,1413,Cali,Sonia
9503,ACH02,Risen,1505,Bogota,Jose
9844,ACH01,Suntech,1308,Pereira,Diego
1205,ACH03,Suntech,1656,Pereira,Diego
9640,ACH02,Jinko,855,Pereira,Sonia
6490,ACH03,Jinko,1834,Cali,Wilson
7501,ACH01,Risen,569,Bogota,Jose
9463,ACH01,Risen,1021,Cali,Jose
3609,ACH01,Risen,317,Cali,Carlos
3079,ACH02,Jinko,1664,Cali,Diego
8225,ACH02,Jinko,725,Cali,Wilson
9697,ACH03,Suntech,1517,Manizales,Sonia
5024,ACH03,Risen,749,Bogota,Wilson
4438,ACH03,Jinko,1355,Pereira,Carlos
7150,ACH02,Suntech,237,Manizales,Carlos
6580,ACH03,Risen,1389,Manizales,Sonia
5454,ACH02,Suntech,1370,Manizales,Sonia
8202,ACH03,Suntech,1037,Cali,Wilson
7042,ACH03,Risen,101,Cali,Sonia
2076,ACH03,Risen,239,Pereira,Wilson
1792,ACH03,Suntech,1947,Cali,Carlos
4778,ACH03,Jinko,616,Medellin,Diego
2066,ACH01,Risen,1146,Pereira,Carlos
6971,ACH01,Talesun,675,Bogota,Jose
5059,ACH03,Jinko,923,Pereira,Diego
1162,ACH02,Suntech,1518,Pereira,Sonia
4628,ACH01,Suntech,1685,Manizales,Sonia
1522,ACH03,Risen,365,Medellin,Jose
2955,ACH03,Suntech,1447,Cali,Jose
7946,ACH01,Suntech,473,Bogota,Diego
67,ACH03,Jinko,1062,Cali,Wilson
1474,ACH01,Risen,1987,Bogota,Wilson
4434,ACH01,Jinko,1017,Cali,Sonia
9423,ACH03,Talesun,482,Pereira,Diego
6279,ACH03,Talesun,1007,Medellin,Sonia
5716,ACH03,Jinko,1919,Pereira,Carlos
5364,ACH01,Risen,1850,Medellin,Wilson
725,ACH02,Talesun,1711,Cali,Carlos
6369,ACH01,Jinko,940,Cali,Carlos
7157,ACH03,Suntech,1795,Pereira,Sonia
1324,ACH01,Suntech,1216,Pereira,Sonia
5930,ACH01,Risen,213,Cali,Carlos
7320,ACH01,Talesun,1248,Medellin,Carlos
3753,ACH02,Talesun,1496,Medellin,Sonia
8354,ACH03,Suntech,1692,Medellin,Jose
3954,ACH02,Jinko,193,Manizales,Sonia
6121,ACH02,Risen,932,Cali,Diego
1509,ACH03,Risen,1069,Pereira,Wilson
3545,ACH03,Risen,768,Pereira,Jose
632,ACH03,Talesun,306,Cali,Diego
904,ACH02,Suntech,1721,Cali,Wilson
4879,ACH03,Jinko,310,Bogota,Wilson
6069,ACH01,Jinko,1190,Cali,Sonia
6567,ACH03,Suntech,486,Manizales,Sonia
4286,ACH01,Risen,810,Medellin,Jose
1315,ACH03,Suntech,149,Medellin,Jose
7948,ACH01,Talesun,867,Bogota,Diego
9153,ACH01,Suntech,461,Pereira,Jose
5394,ACH03,Suntech,1794,Manizales,Carlos
252,ACH03,Suntech,1207,Bogota,Wilson
4546,ACH01,Risen,1656,Bogota,Carlos
2236,ACH02,Risen,1667,Manizales,Sonia
5781,ACH03,Jinko,1552,Cali,Carlos
5999,ACH02,Talesun,1576,Manizales,Carlos
4327,ACH01,Suntech,1130,Cali,Jose
8315,ACH01,Suntech,577,Bogota,Jose
4926,ACH02,Risen,1412,Bogota,Sonia
7153,ACH02,Talesun,278,Medellin,Jose
5909,ACH02,Suntech,1516,Pereira,Sonia
7062,ACH02,Risen,1588,Manizales,Carlos
3143,ACH01,Jinko,1181,Bogota,Jose
104,ACH01,Talesun,977,Medellin,Carlos
1637,ACH03,Jinko,1487,Pereira,Wilson
1120,ACH02,Risen,1262,Cali,Sonia
9655,ACH03,Risen,1472,Cali,Sonia
5354,ACH02,Risen,1974,Pereira,Jose
2081,ACH02,Risen,998,Cali,Carlos
3369,ACH03,Jinko,1008,Bogota,Diego
6909,ACH03,Risen,158,Bogota,Jose
452,ACH02,Suntech,573,Pereira,Jose
3469,ACH02,Risen,1957,Bogota,Carlos
1902,ACH01,Suntech,1354,Medellin,Wilson
7053,ACH02,Jinko,170,Manizales,Sonia
3117,ACH03,Suntech,1400,Cali,Sonia
4457,ACH02,Suntech,637,Cali,Sonia
8776,ACH01,Risen,885,Medellin,Carlos
9550,ACH02,Suntech,548,Cali,Jose
8630,ACH02,Risen,611,Pereira,Wilson
7320,ACH03,Risen,881,Cali,Wilson
3966,ACH02,Jinko,442,Bogota,Diego
3208,ACH02,Risen,982,Manizales,Sonia
3230,ACH01,Suntech,437,Pereira,Jose
377,ACH03,Talesun,1694,Medellin,Carlos
4626,ACH02,Talesun,1527,Bogota,Wilson
1834,ACH02,Risen,1798,Bogota,Diego
4248,ACH01,Jinko,588,Pereira,Carlos
5561,ACH03,Suntech,550,Medellin,Diego
8587,ACH02,Risen,1169,Pereira,Carlos
8630,ACH02,Jinko,420,Cali,Jose
8888,ACH01,Jinko,736,Medellin,Wilson
4192,ACH03,Risen,1849,Manizales,Diego
1987,ACH03,Risen,580,Manizales,Jose
1274,ACH01,Jinko,1142,Bogota,Carlos
6888,ACH03,Jinko,345,Manizales,Carlos
927,ACH03,Risen,1502,Pereira,Jose
6544,ACH02,Risen,590,Bogota,Diego
7818,ACH01,Risen,1860,Cali,Sonia
6325,ACH02,Suntech,1779,Cali,Diego
1113,ACH02,Talesun,1095,Pereira,Diego
1922,ACH03,Suntech,287,Medellin,Wilson
6365,ACH03,Talesun,758,Cali,Wilson
235,ACH02,Risen,1998,Bogota,Carlos
9049,ACH03,Suntech,1166,Cali,Diego
1120,ACH02,Suntech,344,Medellin,Sonia
415,ACH03,Talesun,1144,Manizales,Diego
4283,ACH02,Risen,1000,Cali,Diego
2788,ACH02,Jinko,980,Pereira,Jose
4854,ACH03,Risen,1929,Cali,Carlos
7535,ACH02,Suntech,484,Manizales,Carlos
4815,ACH03,Talesun,328,Manizales,Diego
3810,ACH02,Risen,619,Manizales,Wilson
2205,ACH02,Risen,807,Cali,Sonia
4542,ACH02,Risen,1058,Cali,Diego
9882,ACH01,Risen,531,Cali,Carlos
976,ACH02,Talesun,280,Medellin,Diego
5471,ACH01,Talesun,1658,Bogota,Diego
7078,ACH01,Jinko,358,Bogota,Diego
8820,ACH02,Risen,1633,Medellin,Carlos
2395,ACH01,Risen,694,Bogota,Carlos
4421,ACH03,Talesun,358,Bogota,Jose
7550,ACH01,Jinko,152,Pereira,Diego
3855,ACH01,Suntech,1803,Pereira,Carlos
8562,ACH03,Suntech,212,Cali,Wilson
6739,ACH01,Jinko,1021,Medellin,Sonia
1306,ACH01,Talesun,317,Bogota,Wilson
5092,ACH02,Suntech,916,Bogota,Jose
2746,ACH01,Talesun,1264,Manizales,Wilson
3060,ACH01,Jinko,1189,Bogota,Sonia
1347,ACH03,Jinko,1802,Medellin,Wilson
3694,ACH01,Talesun,1037,Bogota,Sonia
5194,ACH03,Suntech,727,Bogota,Carlos
4127,ACH01,Jinko,407,Bogota,Sonia
992,ACH01,Jinko,1771,Pereira,Wilson
7494,ACH03,Talesun,824,Bogota,Wilson
440,ACH03,Suntech,1885,Manizales,Diego
7595,ACH01,Jinko,1212,Pereira,Wilson
2380,ACH03,Talesun,775,Pereira,Jose
5552,ACH03,Jinko,977,Pereira,Sonia
7210,ACH01,Talesun,1264,Pereira,Jose
8848,ACH03,Jinko,1541,Cali,Jose
6153,ACH01,Risen,1466,Bogota,Diego
9645,ACH02,Suntech,1947,Cali,Jose
7538,ACH02,Talesun,964,Medellin,Wilson
2071,ACH03,Suntech,581,Medellin,Carlos
747,ACH01,Risen,297,Pereira,Wilson
1908,ACH02,Jinko,1762,Manizales,Carlos
7297,ACH02,Talesun,1807,Medellin,Diego
9288,ACH01,Talesun,1598,Pereira,Carlos
59,ACH03,Jinko,473,Pereira,Carlos
7499,ACH03,Suntech,1256,Cali,Carlos
2869,ACH02,Suntech,1109,Pereira,Sonia
551,ACH03,Risen,1359,Manizales,Sonia
4116,ACH03,Risen,441,Manizales,Diego
8438,ACH03,Risen,1613,Bogota,Diego
3496,ACH01,Risen,1657,Pereira,Sonia
9329,ACH02,Risen,979,Cali,Diego
2253,ACH03,Talesun,1969,Manizales,Sonia
6669,ACH02,Risen,579,Bogota,Sonia
9126,ACH03,Talesun,1288,Medellin,Sonia
2142,ACH03,Suntech,994,Bogota,Jose
2788,ACH03,Risen,233,Manizales,Sonia
196,ACH01,Talesun,1760,Medellin,Wilson
4805,ACH03,Jinko,264,Pereira,Jose
3366,ACH01,Talesun,1295,Bogota,Jose
3965,ACH02,Jinko,744,Bogota,Diego
5822,ACH01,Talesun,981,Manizales,Jose
9987,ACH02,Talesun,1791,Pereira,Jose
2294,ACH02,Jinko,1490,Cali,Wilson
5266,ACH01,Talesun,1583,Cali,Sonia
221,ACH01,Suntech,522,Medellin,Diego
5349,ACH03,Suntech,102,Manizales,Diego
9446,ACH01,Talesun,234,Medellin,Wilson
894,ACH02,Talesun,1849,Pereira,Diego
6747,ACH02,Risen,1826,Medellin,Carlos
7367,ACH02,Jinko,1539,Bogota,Wilson
3204,ACH03,Suntech,304,Medellin,Diego
9899,ACH02,Risen,676,Cali,Sonia
3190,ACH02,Suntech,1167,Cali,Wilson
1814,ACH02,Suntech,1711,Cali,Sonia
296,ACH02,Suntech,1282,Cali,Diego
1262,ACH03,Talesun,1679,Bogota,Wilson
621,ACH03,Talesun,826,Pereira,Wilson
8654,ACH02,Talesun,337,Medellin,Carlos
9935,ACH01,Suntech,1666,Medellin,Wilson
4005,ACH03,Jinko,1162,Manizales,Jose
2689,ACH03,Suntech,442,Cali,Sonia
7065,ACH01,Jinko,1696,Cali,Sonia
677,ACH01,Jinko,1861,Cali,Sonia
8749,ACH01,Talesun,1303,Cali,Sonia
411,ACH03,Risen,387,Bogota,Wilson
1447,ACH01,Jinko,1719,Pereira,Wilson
9364,ACH02,Suntech,464,Medellin,Carlos
8424,ACH02,Jinko,247,Pereira,Wilson
6566,ACH03,Talesun,754,Medellin,Wilson
60,ACH01,Suntech,832,Medellin,Carlos
1644,ACH01,Jinko,757,Pereira,Wilson
9474,ACH03,Jinko,1792,Medellin,Carlos
5662,ACH03,Jinko,715,Manizales,Diego
6207,ACH02,Jinko,1170,Pereira,Jose
2512,ACH03,Talesun,114,Medellin,Wilson
2434,ACH02,Suntech,499,Medellin,Sonia
1724,ACH02,Risen,322,Medellin,Jose
6231,ACH02,Suntech,1928,Manizales,Sonia
8597,ACH01,Risen,579,Bogota,Sonia
7731,ACH02,Risen,261,Manizales,Sonia
51,ACH01,Jinko,192,Cali,Diego
2800,ACH02,Suntech,238,Manizales,Sonia
2901,ACH03,Suntech,1090,Cali,Diego
2077,ACH03,Jinko,925,Manizales,Carlos
3990,ACH01,Suntech,1599,Bogota,Sonia
7283,ACH03,Jinko,1716,Bogota,Sonia
1776,ACH02,Talesun,1919,Bogota,Carlos
5826,ACH02,Risen,1645,Bogota,Carlos
2210,ACH01,Suntech,186,Medellin,Diego
8806,ACH01,Jinko,592,Pereira,Diego
2557,ACH03,Suntech,697,Manizales,Carlos
1686,ACH03,Suntech,1871,Medellin,Diego
1320,ACH02,Risen,339,Bogota,Diego
6556,ACH02,Suntech,818,Cali,Carlos
9808,ACH03,Risen,536,Medellin,Carlos
4353,ACH03,Jinko,1497,Manizales,Sonia
6518,ACH01,Suntech,354,Pereira,Sonia
9923,ACH03,Risen,1357,Manizales,Diego
3369,ACH01,Talesun,1181,Manizales,Diego
7116,ACH03,Jinko,1449,Cali,Wilson
4573,ACH03,Suntech,1082,Bogota,Carlos
3397,ACH03,Risen,1174,Medellin,Carlos
5919,ACH02,Risen,1056,Cali,Diego
3897,ACH02,Risen,1092,Medellin,Carlos
9391,ACH03,Risen,109,Cali,Sonia
5385,ACH02,Jinko,1320,Cali,Wilson
2233,ACH01,Talesun,1130,Manizales,Sonia
3459,ACH02,Suntech,790,Bogota,Carlos
4413,ACH03,Risen,776,Manizales,Carlos
1258,ACH01,Talesun,157,Cali,Wilson
5639,ACH03,Risen,1685,Medellin,Carlos
3596,ACH02,Jinko,709,Manizales,Jose
5064,ACH02,Suntech,812,Medellin,Diego
6014,ACH02,Talesun,1520,Manizales,Wilson
9653,ACH03,Risen,721,Manizales,Sonia
5388,ACH03,Risen,280,Manizales,Sonia
1539,ACH02,Jinko,1288,Manizales,Wilson
2751,ACH03,Risen,1069,Medellin,Carlos
586,ACH03,Jinko,1736,Pereira,Wilson
8426,ACH01,Jinko,1817,Pereira,Wilson
4495,ACH01,Risen,689,Bogota,Sonia
8660,ACH01,Suntech,1407,Pereira,Sonia
9456,ACH03,Suntech,1223,Manizales,Wilson
4694,ACH02,Risen,543,Bogota,Wilson
8818,ACH02,Jinko,697,Pereira,Carlos
656,ACH01,Talesun,1861,Cali,Wilson
4114,ACH02,Talesun,936,Cali,Carlos
5529,ACH02,Talesun,1542,Pereira,Sonia
6135,ACH03,Risen,496,Cali,Sonia
8329,ACH03,Suntech,1131,Bogota,Sonia
594,ACH03,Talesun,1913,Bogota,Jose
4381,ACH01,Risen,1037,Bogota,Sonia
6564,ACH02,Jinko,346,Cali,Jose
2093,ACH02,Talesun,395,Manizales,Sonia
3056,ACH03,Jinko,1823,Bogota,Wilson
813,ACH02,Talesun,1063,Cali,Diego
7955,ACH01,Suntech,1644,Manizales,Carlos
9917,ACH03,Suntech,330,Medellin,Wilson
8867,ACH01,Jinko,1942,Manizales,Wilson
373,ACH01,Jinko,1268,Pereira,Diego
3103,ACH03,Talesun,1571,Manizales,Sonia
5289,ACH02,Jinko,1847,Bogota,Wilson
577,ACH01,Risen,340,Cali,Carlos
7480,ACH02,Suntech,1936,Pereira,Sonia
5555,ACH03,Suntech,687,Bogota,Jose
7212,ACH03,Suntech,960,Medellin,Wilson
6850,ACH03,Jinko,611,Manizales,Carlos
8423,ACH03,Jinko,689,Manizales,Carlos
4016,ACH01,Jinko,1697,Bogota,Jose
6957,ACH03,Risen,642,Cali,Sonia
4923,ACH02,Suntech,1161,Medellin,Wilson
3760,ACH01,Suntech,239,Medellin,Sonia
4420,ACH03,Suntech,1197,Cali,Jose
9698,ACH01,Talesun,1487,Bogota,Jose
4544,ACH01,Talesun,1706,Medellin,Jose
5173,ACH01,Suntech,877,Pereira,Wilson
6347,ACH02,Risen,1367,Pereira,Diego
2428,ACH03,Suntech,185,Medellin,Wilson
1645,ACH01,Jinko,517,Medellin,Jose
917,ACH03,Jinko,182,Cali,Wilson
3841,ACH02,Risen,1407,Cali,Jose
1557,ACH01,Talesun,431,Bogota,Diego
8632,ACH03,Talesun,1151,Pereira,Carlos
5736,ACH03,Talesun,1912,Bogota,Diego
4443,ACH03,Risen,1692,Medellin,Wilson
3333,ACH03,Talesun,1911,Medellin,Carlos
7006,ACH02,Risen,1237,Bogota,Diego
1288,ACH03,Suntech,1279,Cali,Carlos
705,ACH01,Suntech,525,Manizales,Diego
1881,ACH03,Talesun,382,Pereira,Wilson
3908,ACH02,Suntech,1969,Medellin,Jose
447,ACH02,Suntech,377,Pereira,Diego
421,ACH01,Suntech,851,Cali,Diego
1695,ACH01,Jinko,805,Pereira,Jose
7846,ACH01,Risen,298,Cali,Wilson
7808,ACH03,Suntech,1734,Pereira,Diego
1704,ACH03,Risen,1550,Medellin,Diego
4982,ACH03,Suntech,1336,Medellin,Carlos
4096,ACH01,Suntech,1285,Bogota,Wilson
4567,ACH02,Suntech,1535,Medellin,Diego
108,ACH02,Risen,429,Bogota,Jose
5712,ACH01,Suntech,380,Cali,Sonia
1824,ACH02,Suntech,1209,Pereira,Diego
2714,ACH03,Suntech,241,Medellin,Sonia
117,ACH01,Talesun,1012,Manizales,Jose
859,ACH02,Suntech,1978,Pereira,Wilson
536,ACH02,Jinko,231,Medellin,Sonia
6084,ACH01,Jinko,743,Manizales,Jose
8836,ACH03,Suntech,379,Bogota,Jose
819,ACH01,Talesun,428,Medellin,Diego
8525,ACH02,Talesun,303,Bogota,Jose
4402,ACH03,Suntech,1886,Manizales,Wilson
5639,ACH02,Suntech,497,Bogota,Jose
4492,ACH03,Suntech,137,Medellin,Sonia
4373,ACH01,Suntech,1959,Manizales,Jose
6432,ACH01,Risen,1466,Medellin,Carlos
8599,ACH01,Risen,152,Manizales,Jose
7533,ACH01,Risen,756,Bogota,Sonia
1688,ACH01,Suntech,1268,Bogota,Diego
3391,ACH01,Suntech,428,Cali,Jose
4539,ACH03,Talesun,1514,Manizales,Carlos
1695,ACH02,Suntech,1965,Pereira,Jose
5536,ACH02,Risen,123,Cali,Carlos
5274,ACH02,Risen,1807,Cali,Sonia
7479,ACH02,Suntech,868,Medellin,Carlos
6946,ACH01,Risen,1839,Bogota,Diego
4564,ACH03,Talesun,148,Medellin,Carlos
6275,ACH02,Talesun,1800,Cali,Jose
2988,ACH03,Risen,932,Manizales,Carlos
6136,ACH01,Jinko,639,Medellin,Diego
9915,ACH01,Jinko,587,Medellin,Carlos
8513,ACH02,Suntech,203,Manizales,Sonia
4546,ACH01,Risen,111,Pereira,Jose
3735,ACH02,Talesun,745,Manizales,Diego
1935,ACH01,Risen,400,Manizales,Diego
1723,ACH01,Jinko,1394,Pereira,Carlos
3735,ACH01,Talesun,1001,Pereira,Wilson
2263,ACH03,Jinko,394,Manizales,Sonia
8223,ACH03,Risen,484,Bogota,Jose
9604,ACH01,Risen,1156,Medellin,Jose
5939,ACH01,Talesun,427,Pereira,Diego
1387,ACH02,Risen,1719,Pereira,Diego
8826,ACH02,Suntech,1562,Bogota,Sonia
1276,ACH02,Risen,1426,Medellin,Carlos
2241,ACH01,Jinko,277,Pereira,Sonia
7801,ACH03,Risen,506,Medellin,Jose
4343,ACH01,Talesun,1365,Medellin,Wilson
8300,ACH02,Risen,296,Cali,Carlos
5307,ACH01,Risen,1348,Cali,Diego
4358,ACH03,Suntech,1694,Pereira,Wilson
5746,ACH02,Risen,1373,Medellin,Diego
9341,ACH01,Talesun,157,Manizales,Diego
9995,ACH03,Talesun,1716,Medellin,Jose
8259,ACH02,Jinko,1869,Cali,Wilson
500,ACH02,Talesun,1240,Pereira,Jose
2721,ACH03,Suntech,1294,Manizales,Diego
6230,ACH01,Talesun,962,Cali,Wilson
1103,ACH02,Risen,1870,Pereira,Diego
9451,ACH03,Talesun,1263,Pereira,Sonia
1928,ACH03,Talesun,178,Manizales,Jose
2158,ACH03,Talesun,1261,Medellin,Jose
7307,ACH03,Risen,206,Medellin,Carlos
6081,ACH03,Talesun,1753,Pereira,Carlos
2856,ACH02,Suntech,1370,Bogota,Wilson
2183,ACH02,Suntech,189,Medellin,Diego
1160,ACH03,Risen,1114,Bogota,Wilson
9765,ACH02,Jinko,1990,Cali,Wilson
3240,ACH03,Risen,1791,Pereira,Jose
198,ACH03,Risen,296,Medellin,Wilson
434,ACH01,Risen,1687,Pereira,Diego
5562,ACH03,Suntech,1667,Bogota,Wilson
1875,ACH02,Risen,196,Bogota,Carlos
1888,ACH01,Jinko,1438,Cali,Carlos
5106,ACH02,Talesun,1931,Medellin,Wilson
6686,ACH01,Talesun,1489,Medellin,Sonia
5007,ACH02,Suntech,1525,Manizales,Wilson
1838,ACH02,Talesun,1836,Bogota,Carlos
5022,ACH03,Jinko,235,Cali,Jose
7982,ACH02,Risen,783,Cali,Jose
5789,ACH03,Suntech,938,Cali,Carlos
7007,ACH03,Suntech,1384,Manizales,Carlos
9791,ACH01,Talesun,1814,Cali,Diego
2150,ACH02,Talesun,218,Cali,Jose
6426,ACH03,Talesun,1932,Medellin,Carlos
8428,ACH03,Risen,1276,Pereira,Diego
4290,ACH03,Jinko,1815,Bogota,Carlos
252,ACH02,Jinko,1984,Bogota,Sonia
8718,ACH01,Risen,252,Bogota,Diego
2066,ACH03,Suntech,1479,Bogota,Jose
1184,ACH01,Talesun,585,Medellin,Sonia
9052,ACH01,Risen,1881,Pereira,Wilson
2438,ACH01,Suntech,709,Manizales,Wilson
2534,ACH01,Jinko,1659,Cali,Wilson
4922,ACH03,Suntech,882,Pereira,Carlos
1125,ACH02,Risen,998,Cali,Sonia
9717,ACH01,Talesun,1306,Pereira,Wilson
9552,ACH01,Talesun,323,Bogota,Diego
3311,ACH01,Jinko,291,Bogota,Diego
8668,ACH01,Risen,1201,Manizales,Sonia
6222,ACH03,Jinko,348,Bogota,Jose
836,ACH03,Talesun,691,Manizales,Carlos
3571,ACH03,Jinko,853,Bogota,Wilson
8249,ACH01,Suntech,1387,Pereira,Sonia
6091,ACH03,Suntech,970,Cali,Carlos
9892,ACH03,Jinko,606,Medellin,Carlos
1520,ACH03,Suntech,909,Manizales,Wilson
7067,ACH01,Risen,853,Bogota,Sonia
9650,ACH01,Talesun,1826,Pereira,Wilson
39,ACH02,Talesun,1816,Pereira,Wilson
4809,ACH02,Suntech,1495,Pereira,Jose
8528,ACH03,Talesun,1867,Bogota,Jose
2009,ACH03,Risen,524,Cali,Jose
93,ACH03,Jinko,1480,Medellin,Sonia
3103,ACH01,Risen,624,Medellin,Jose
338,ACH03,Talesun,479,Bogota,Sonia
3442,ACH03,Talesun,532,Pereira,Carlos
4501,ACH02,Suntech,597,Medellin,Jose
9468,ACH03,Suntech,939,Cali,Jose
2182,ACH02,Suntech,929,Bogota,Jose
7267,ACH03,Talesun,423,Bogota,Sonia
3058,ACH03,Risen,1586,Cali,Carlos
9819,ACH01,Suntech,1795,Manizales,Sonia
803,ACH02,Jinko,1735,Pereira,Jose
633,ACH01,Jinko,1926,Bogota,Sonia
9186,ACH03,Talesun,1226,Manizales,Diego
2792,ACH02,Talesun,107,Pereira,Wilson
1674,ACH01,Risen,944,Bogota,Sonia
968,ACH01,Suntech,1096,Medellin,Diego
5915,ACH01,Suntech,1747,Manizales,Wilson
6293,ACH01,Risen,1412,Pereira,Jose
7644,ACH03,Jinko,1984,Medellin,Jose
2685,ACH01,Risen,432,Pereira,Wilson
2374,ACH03,Jinko,169,Medellin,Diego
2102,ACH02,Risen,963,Manizales,Carlos
6630,ACH03,Suntech,1299,Cali,Wilson
4321,ACH03,Risen,707,Bogota,Carlos
9454,ACH01,Talesun,882,Manizales,Jose
2512,ACH01,Talesun,404,Pereira,Sonia
8110,ACH03,Talesun,1502,Manizales,Sonia
4259,ACH01,Jinko,961,Manizales,Carlos
1816,ACH02,Risen,697,Manizales,Wilson
9339,ACH02,Jinko,777,Cali,Diego
3822,ACH02,Jinko,1422,Cali,Jose
7763,ACH03,Risen,579,Bogota,Jose
9259,ACH02,Talesun,962,Pereira,Jose
2620,ACH03,Risen,1121,Bogota,Jose
7264,ACH02,Talesun,714,Cali,Diego
4558,ACH01,Talesun,1110,Medellin,Sonia
