comuna,ica,fecha,id
comuna 16,78,2024-06-25,12460
comuna 1,94,2024-06-23,39250
comuna 7,93,2024-07-31,20274
comuna 15,26,2024-06-25,11965
comuna 1,60,2024-01-30,29825
comuna 16,21,2024-06-23,30145
comuna 9,55,2024-01-30,24014
comuna 11,72,2024-06-23,34672
comuna 3,96,2024-06-25,48358
comuna 2,81,2024-06-25,49690
comuna 4,24,2024-01-30,7710
comuna 4,90,2024-01-30,23394
comuna 13,97,2024-06-25,40830
comuna 2,99,2024-07-31,24857
comuna 1,14,2024-06-25,13494
comuna 1,89,2024-01-30,9477
comuna 5,52,2024-06-23,35164
comuna 15,37,2024-06-23,33642
comuna 7,34,2024-01-30,23768
comuna 14,16,2024-01-30,39229
comuna 5,73,2024-06-25,4855
comuna 5,82,2024-06-23,34705
comuna 11,20,2024-06-23,47488
comuna 8,52,2024-06-25,29548
comuna 1,34,2024-01-30,13967
comuna 14,89,2024-06-23,17546
comuna 1,83,2024-07-31,5728
comuna 8,80,2024-07-31,42878
comuna 10,77,2024-07-31,32750
comuna 10,68,2024-07-31,45107
comuna 13,79,2024-06-23,8466
comuna 9,94,2024-06-25,752
comuna 7,51,2024-07-31,18640
comuna 1,80,2024-07-31,25509
comuna 15,50,2024-07-31,49432
comuna 3,59,2024-06-23,32075
comuna 4,29,2024-07-31,39137
comuna 5,58,2024-07-31,15993
comuna 4,20,2024-06-23,32345
comuna 3,99,2024-06-25,24042
comuna 2,73,2024-06-23,40038
comuna 14,65,2024-06-23,35691
comuna 11,55,2024-06-23,11708
comuna 10,38,2024-07-31,48663
comuna 1,73,2024-01-30,29343
comuna 14,93,2024-01-30,36439
comuna 11,14,2024-06-23,15337
comuna 12,10,2024-06-25,5032
comuna 14,64,2024-01-30,32121
comuna 5,87,2024-06-25,23375
comuna 15,59,2024-06-23,9756
comuna 15,82,2024-06-25,30910
comuna 8,98,2024-01-30,31422
comuna 10,86,2024-01-30,19257
comuna 13,24,2024-07-31,45189
comuna 10,64,2024-07-31,11630
comuna 16,47,2024-01-30,25209
comuna 15,40,2024-06-25,9527
comuna 11,69,2024-06-25,28379
comuna 5,82,2024-01-30,32662
comuna 13,55,2024-06-25,28259
comuna 7,82,2024-01-30,19362
comuna 6,99,2024-06-23,42400
comuna 7,55,2024-06-25,28073
comuna 7,63,2024-07-31,11801
comuna 8,42,2024-06-25,41623
comuna 1,93,2024-07-31,9411
comuna 12,94,2024-06-25,45124
comuna 4,27,2024-01-30,45773
comuna 8,92,2024-01-30,41861
comuna 14,96,2024-01-30,40659
comuna 4,73,2024-01-30,10860
comuna 7,85,2024-07-31,13616
comuna 2,26,2024-07-31,3447
comuna 9,26,2024-06-25,45645
comuna 5,100,2024-01-30,29035
comuna 1,53,2024-01-30,25318
comuna 1,32,2024-01-30,41746
comuna 4,74,2024-06-25,38478
comuna 4,61,2024-06-25,39736
comuna 15,79,2024-07-31,43987
comuna 8,100,2024-01-30,43562
comuna 11,28,2024-07-31,27078
comuna 10,48,2024-06-23,367
comuna 1,75,2024-06-25,17500
comuna 7,18,2024-01-30,24036
comuna 3,82,2024-07-31,1120
comuna 8,21,2024-06-23,19849
comuna 3,35,2024-01-30,7330
comuna 13,85,2024-06-23,18123
comuna 10,16,2024-06-23,12738
comuna 5,64,2024-07-31,5322
comuna 11,97,2024-06-25,11604
comuna 10,83,2024-06-23,38970
comuna 15,23,2024-07-31,33436
comuna 5,73,2024-06-25,40925
comuna 16,79,2024-06-23,48386
comuna 4,58,2024-07-31,6513
comuna 5,62,2024-06-23,43519
comuna 15,73,2024-07-31,31222
comuna 3,35,2024-01-30,43205
comuna 4,42,2024-01-30,40911
comuna 14,79,2024-01-30,15083
comuna 12,50,2024-06-25,40178
comuna 16,77,2024-06-23,1842
comuna 7,90,2024-06-23,35274
comuna 7,28,2024-06-25,10945
comuna 10,77,2024-06-25,48257
comuna 11,36,2024-01-30,41937
comuna 9,18,2024-07-31,7476
comuna 9,76,2024-06-25,15881
comuna 8,96,2024-06-23,4287
comuna 4,73,2024-01-30,32555
comuna 11,19,2024-06-25,8327
comuna 5,19,2024-01-30,49131
comuna 1,92,2024-07-31,47280
comuna 7,72,2024-01-30,44421
comuna 8,38,2024-07-31,4697
comuna 11,56,2024-06-25,24216
comuna 15,33,2024-01-30,39782
comuna 4,35,2024-07-31,6405
comuna 15,70,2024-06-25,35740
comuna 4,56,2024-01-30,39439
comuna 16,31,2024-07-31,43203
comuna 12,53,2024-01-30,9921
comuna 6,94,2024-06-25,41114
comuna 9,16,2024-01-30,41975
comuna 7,12,2024-06-25,24674
comuna 15,68,2024-07-31,37228
comuna 15,36,2024-01-30,44383
comuna 8,75,2024-06-25,11362
comuna 11,93,2024-06-23,48383
comuna 12,56,2024-06-23,35752
comuna 2,55,2024-06-25,41541
comuna 3,49,2024-01-30,34928
comuna 9,23,2024-06-23,36075
comuna 10,70,2024-06-23,27237
comuna 5,60,2024-06-23,19462
comuna 9,50,2024-06-23,12424
comuna 9,58,2024-01-30,46182
comuna 6,45,2024-06-25,40309
comuna 3,25,2024-06-23,16112
comuna 9,33,2024-01-30,36372
comuna 8,22,2024-06-23,21963
comuna 16,28,2024-06-25,38602
comuna 3,12,2024-07-31,25700
comuna 12,83,2024-01-30,43423
comuna 11,74,2024-06-23,41248
comuna 1,27,2024-06-23,40349
comuna 15,51,2024-06-23,20527
comuna 13,42,2024-06-23,11427
comuna 15,51,2024-06-25,680
comuna 3,48,2024-07-31,40366
comuna 2,19,2024-01-30,12102
comuna 6,57,2024-06-25,20803
comuna 5,14,2024-06-25,25848
comuna 15,94,2024-07-31,18895
comuna 12,23,2024-06-23,45770
comuna 9,46,2024-01-30,35867
comuna 10,75,2024-01-30,33663
comuna 9,47,2024-01-30,34182
comuna 3,76,2024-07-31,44852
comuna 11,88,2024-01-30,17740
comuna 16,97,2024-01-30,27461
comuna 6,33,2024-06-25,1546
comuna 13,22,2024-07-31,38230
comuna 7,27,2024-06-25,40208
comuna 16,11,2024-01-30,6991
comuna 3,35,2024-01-30,11047
comuna 6,68,2024-06-23,42901
comuna 7,23,2024-07-31,1737
comuna 3,32,2024-07-31,35418
comuna 5,47,2024-01-30,23362
comuna 8,28,2024-01-30,43891
comuna 16,17,2024-06-25,39755
comuna 3,62,2024-06-23,28905
comuna 4,16,2024-01-30,14479
comuna 9,29,2024-07-31,30641
comuna 7,68,2024-06-23,48300
comuna 3,84,2024-01-30,27157
comuna 6,58,2024-06-25,47864
comuna 12,88,2024-06-23,36035
comuna 9,96,2024-06-23,4368
comuna 8,20,2024-07-31,10415
comuna 9,23,2024-01-30,26473
comuna 10,74,2024-06-25,37987
comuna 1,85,2024-07-31,16741
comuna 12,42,2024-01-30,42176
comuna 2,37,2024-06-25,28222
comuna 9,62,2024-06-23,46025
comuna 4,54,2024-01-30,24864
comuna 12,70,2024-06-25,43288
comuna 7,71,2024-06-25,12471
comuna 9,61,2024-06-25,11662
comuna 3,83,2024-01-30,29140
comuna 9,28,2024-06-23,41363
comuna 7,48,2024-07-31,30298
comuna 11,96,2024-06-25,2969
comuna 1,64,2024-06-23,4538
comuna 12,84,2024-06-25,20981
comuna 11,22,2024-06-23,31702
comuna 6,28,2024-06-23,9653
comuna 3,23,2024-06-23,28412
comuna 12,79,2024-06-25,1562
comuna 16,38,2024-01-30,3939
comuna 4,20,2024-06-23,8067
comuna 14,83,2024-01-30,17978
comuna 13,20,2024-06-23,13330
comuna 4,11,2024-01-30,37835
comuna 15,60,2024-06-23,2630
comuna 9,13,2024-07-31,26107
comuna 14,19,2024-06-25,10645
comuna 5,29,2024-01-30,43587
comuna 10,38,2024-06-25,14203
comuna 10,87,2024-07-31,38950
comuna 1,67,2024-01-30,15826
comuna 1,87,2024-06-25,10343
comuna 12,54,2024-01-30,48994
comuna 9,80,2024-06-25,34705
comuna 11,46,2024-06-25,21879
comuna 9,31,2024-01-30,45644
comuna 1,74,2024-06-25,15678
comuna 2,87,2024-07-31,47388
comuna 2,47,2024-01-30,35873
comuna 1,90,2024-06-23,8531
comuna 13,45,2024-01-30,12794
comuna 11,11,2024-06-25,43833
comuna 16,44,2024-06-25,22553
comuna 7,22,2024-06-25,13382
comuna 14,89,2024-06-23,47898
comuna 10,31,2024-07-31,8043
comuna 15,24,2024-06-25,30268
comuna 2,51,2024-01-30,49078
comuna 9,97,2024-07-31,36322
comuna 7,68,2024-07-31,15621
comuna 14,10,2024-07-31,16612
comuna 16,52,2024-01-30,37424
comuna 5,59,2024-07-31,13251
comuna 10,86,2024-01-30,41707
comuna 12,60,2024-07-31,1175
comuna 14,42,2024-06-25,2692
comuna 11,28,2024-07-31,20738
comuna 6,61,2024-07-31,19311
comuna 14,44,2024-06-25,35745
comuna 16,62,2024-06-25,1495
comuna 13,72,2024-01-30,40261
comuna 8,11,2024-06-23,43777
comuna 13,21,2024-07-31,5373
comuna 5,42,2024-01-30,44625
comuna 3,23,2024-01-30,42106
comuna 7,78,2024-07-31,22165
comuna 7,85,2024-01-30,49926
comuna 3,22,2024-06-25,8371
comuna 16,86,2024-06-23,24432
comuna 9,20,2024-06-23,194
comuna 4,78,2024-07-31,2005
comuna 4,77,2024-06-25,24962
comuna 14,22,2024-07-31,38647
comuna 8,69,2024-06-25,6776
comuna 6,64,2024-07-31,46750
comuna 13,16,2024-07-31,6865
comuna 16,20,2024-01-30,4553
comuna 13,22,2024-01-30,49630
comuna 3,21,2024-06-25,5661
comuna 9,73,2024-06-23,21362
comuna 13,72,2024-06-25,16099
comuna 13,49,2024-07-31,13158
comuna 2,54,2024-01-30,11208
comuna 7,47,2024-06-23,556
comuna 1,88,2024-06-23,4431
comuna 2,88,2024-06-25,36994
comuna 11,71,2024-07-31,28329
comuna 7,87,2024-06-23,47621
comuna 15,45,2024-01-30,18512
comuna 10,59,2024-06-25,48702
comuna 15,75,2024-07-31,13019
comuna 11,82,2024-01-30,25261
comuna 15,76,2024-01-30,47976
comuna 9,57,2024-06-25,22745
comuna 16,63,2024-01-30,9431
comuna 7,86,2024-01-30,13870
comuna 14,17,2024-06-23,3053
comuna 2,27,2024-01-30,21254
comuna 12,23,2024-06-25,32207
comuna 15,42,2024-01-30,48289
comuna 4,87,2024-06-25,45077
comuna 4,56,2024-01-30,13924
comuna 11,34,2024-07-31,9918
comuna 10,11,2024-06-25,37769
comuna 6,82,2024-06-25,2587
comuna 16,70,2024-06-25,3434
comuna 4,58,2024-06-23,31411
comuna 15,69,2024-07-31,35994
comuna 11,27,2024-06-25,22217
comuna 1,78,2024-07-31,11991
comuna 12,74,2024-06-25,34986
comuna 9,70,2024-01-30,12745
comuna 6,39,2024-06-23,4437
comuna 12,100,2024-06-25,36905
comuna 9,67,2024-01-30,10324
comuna 10,76,2024-06-23,39670
comuna 14,25,2024-06-23,8563
comuna 1,99,2024-07-31,20543
comuna 3,68,2024-06-23,16150
comuna 4,70,2024-07-31,901
comuna 8,12,2024-07-31,10976
comuna 6,73,2024-06-25,49703
comuna 13,86,2024-01-30,12109
comuna 2,11,2024-06-25,8937
comuna 9,48,2024-01-30,10917
comuna 9,98,2024-07-31,4935
comuna 10,93,2024-06-23,41131
comuna 9,65,2024-01-30,29305
comuna 16,28,2024-01-30,5470
comuna 12,66,2024-01-30,132
comuna 8,100,2024-06-23,15348
comuna 5,53,2024-01-30,39213
comuna 15,86,2024-06-25,43483
comuna 1,53,2024-01-30,6937
comuna 12,22,2024-07-31,25576
comuna 4,77,2024-07-31,34569
comuna 1,61,2024-06-23,24045
comuna 14,61,2024-06-25,6138
comuna 10,63,2024-01-30,4580
comuna 10,29,2024-07-31,6254
comuna 13,73,2024-07-31,6113
comuna 13,32,2024-07-31,34913
comuna 4,38,2024-06-23,9255
comuna 11,17,2024-06-23,1336
comuna 16,67,2024-07-31,37495
comuna 8,78,2024-07-31,19086
comuna 1,28,2024-01-30,44431
comuna 12,74,2024-06-25,7369
comuna 2,73,2024-06-25,2099
comuna 14,59,2024-06-25,46287
comuna 9,10,2024-01-30,41916
comuna 4,22,2024-01-30,39122
comuna 5,63,2024-06-23,8816
comuna 14,64,2024-01-30,29341
comuna 11,89,2024-06-25,24721
comuna 1,35,2024-01-30,2697
comuna 2,43,2024-06-25,23268
comuna 14,61,2024-07-31,6446
comuna 10,23,2024-07-31,2434
comuna 11,36,2024-07-31,40369
comuna 1,58,2024-06-25,324
comuna 3,30,2024-01-30,25405
comuna 14,50,2024-07-31,17038
comuna 10,84,2024-06-23,30936
comuna 3,78,2024-07-31,30545
comuna 14,79,2024-06-23,36893
comuna 10,55,2024-07-31,48593
comuna 16,19,2024-01-30,29407
comuna 6,93,2024-07-31,23938
comuna 6,80,2024-01-30,37563
comuna 15,14,2024-06-25,43047
comuna 14,79,2024-06-23,27422
comuna 6,98,2024-06-23,29644
comuna 11,60,2024-01-30,5812
comuna 11,30,2024-06-25,4539
comuna 5,39,2024-07-31,47614
comuna 9,71,2024-07-31,12370
comuna 15,49,2024-07-31,45802
comuna 12,50,2024-06-25,29975
comuna 2,48,2024-07-31,46667
comuna 12,48,2024-01-30,27546
comuna 15,48,2024-06-23,10024
comuna 1,46,2024-06-23,38729
comuna 10,43,2024-01-30,35219
comuna 11,20,2024-01-30,18060
comuna 5,88,2024-07-31,47237
comuna 8,20,2024-01-30,25042
comuna 13,92,2024-06-23,13140
comuna 12,73,2024-07-31,36181
comuna 7,41,2024-01-30,3176
comuna 3,68,2024-01-30,6440
comuna 9,42,2024-01-30,24817
comuna 4,13,2024-06-23,11517
comuna 4,23,2024-06-23,4084
comuna 1,59,2024-01-30,42036
comuna 8,58,2024-06-23,31844
comuna 7,37,2024-01-30,6144
comuna 2,32,2024-06-25,48067
comuna 2,12,2024-06-25,39811
comuna 8,11,2024-07-31,29094
comuna 9,37,2024-01-30,9188
comuna 16,24,2024-06-25,17352
comuna 5,97,2024-07-31,44097
comuna 13,94,2024-07-31,20733
comuna 10,99,2024-01-30,62
comuna 15,62,2024-06-25,27883
comuna 1,93,2024-06-25,24406
comuna 6,92,2024-01-30,8012
comuna 8,70,2024-07-31,49734
comuna 16,54,2024-07-31,33881
comuna 13,42,2024-01-30,24357
comuna 16,43,2024-07-31,32094
comuna 2,50,2024-06-25,27883
comuna 3,29,2024-06-25,20779
comuna 3,72,2024-01-30,15896
comuna 7,33,2024-07-31,24074
comuna 16,67,2024-06-23,3714
comuna 13,91,2024-06-23,29873
comuna 10,52,2024-06-23,17987
comuna 6,72,2024-01-30,39018
comuna 2,81,2024-06-23,3163
comuna 2,77,2024-06-23,49488
comuna 6,29,2024-06-25,42179
comuna 2,49,2024-01-30,1928
comuna 14,93,2024-07-31,23903
comuna 9,85,2024-06-23,42930
comuna 15,69,2024-07-31,22056
comuna 7,96,2024-07-31,42401
comuna 15,57,2024-06-25,25450
comuna 9,86,2024-06-23,19481
comuna 1,53,2024-01-30,9699
comuna 3,25,2024-06-23,38563
comuna 8,11,2024-01-30,48501
comuna 5,26,2024-06-23,32594
comuna 5,57,2024-06-23,12933
comuna 5,38,2024-07-31,16666
comuna 10,27,2024-07-31,21687
comuna 4,22,2024-06-23,40148
comuna 13,67,2024-06-23,23162
comuna 3,58,2024-07-31,17367
comuna 10,80,2024-06-23,24329
comuna 12,93,2024-06-23,8611
comuna 2,43,2024-06-25,21650
comuna 16,100,2024-06-25,34419
comuna 9,35,2024-06-25,23825
comuna 7,17,2024-06-25,48332
comuna 3,52,2024-06-25,40621
comuna 4,43,2024-07-31,6048
comuna 13,35,2024-01-30,10080
comuna 9,100,2024-01-30,33709
comuna 13,63,2024-06-25,36845
comuna 14,18,2024-06-23,8405
comuna 3,51,2024-01-30,30412
comuna 12,32,2024-06-25,1310
comuna 12,12,2024-06-23,23555
comuna 12,99,2024-06-23,1468
comuna 8,72,2024-06-25,33150
comuna 4,66,2024-06-23,12417
comuna 13,48,2024-06-25,38287
comuna 13,55,2024-01-30,35251
comuna 8,40,2024-07-31,24704
comuna 12,30,2024-01-30,37931
comuna 11,28,2024-06-25,22118
comuna 2,33,2024-07-31,1134
comuna 10,49,2024-06-23,33010
comuna 10,56,2024-07-31,3610
comuna 3,97,2024-06-25,20468
comuna 9,24,2024-01-30,10981
comuna 8,42,2024-01-30,35733
comuna 8,55,2024-07-31,11589
comuna 5,55,2024-06-23,2663
comuna 13,81,2024-06-23,30903
comuna 16,67,2024-01-30,29233
comuna 16,83,2024-06-25,4914
comuna 13,49,2024-07-31,19338
comuna 12,22,2024-01-30,43810
comuna 1,75,2024-07-31,6707
comuna 15,13,2024-06-25,25695
comuna 3,89,2024-06-25,43998
comuna 9,21,2024-01-30,46993
comuna 15,99,2024-06-23,45569
comuna 7,61,2024-06-25,48955
comuna 9,88,2024-06-25,22808
comuna 1,74,2024-06-23,37714
comuna 6,17,2024-07-31,6694
comuna 4,87,2024-06-23,43896
comuna 9,73,2024-01-30,19522
comuna 4,29,2024-06-25,43430
comuna 16,76,2024-06-25,31979
comuna 9,45,2024-06-25,42304
comuna 16,85,2024-06-25,48479
comuna 5,21,2024-06-25,17107
comuna 9,31,2024-06-25,23050
comuna 13,86,2024-01-30,38256
comuna 10,63,2024-06-25,2209
comuna 9,18,2024-06-23,20311
comuna 3,36,2024-01-30,25199
comuna 7,77,2024-06-25,49185
comuna 12,72,2024-01-30,17784
comuna 3,73,2024-01-30,44764
comuna 16,93,2024-01-30,29567
comuna 11,54,2024-07-31,32039
comuna 7,59,2024-06-25,6239
comuna 3,41,2024-06-25,40837
comuna 2,38,2024-01-30,30687
comuna 6,72,2024-01-30,28548
comuna 14,43,2024-06-25,32752
comuna 5,91,2024-07-31,23962
comuna 14,16,2024-07-31,40386
comuna 6,84,2024-01-30,34065
comuna 12,31,2024-01-30,26385
comuna 6,78,2024-06-25,36189
comuna 13,46,2024-06-23,7534
comuna 1,67,2024-01-30,31950
comuna 11,86,2024-06-23,16906
comuna 11,28,2024-06-23,11110
comuna 6,92,2024-01-30,15585
comuna 15,15,2024-06-23,3151
comuna 14,44,2024-06-23,27328
comuna 6,44,2024-06-23,29973
comuna 7,43,2024-06-23,24142
comuna 1,18,2024-06-23,3125
comuna 11,80,2024-06-25,23891
comuna 8,89,2024-06-25,7455
comuna 1,45,2024-06-25,10840
comuna 8,33,2024-06-23,34185
comuna 7,29,2024-06-23,33144
comuna 1,69,2024-07-31,25503
comuna 9,61,2024-01-30,19971
comuna 9,63,2024-07-31,43099
comuna 9,86,2024-06-23,32862
comuna 6,81,2024-01-30,27964
comuna 3,77,2024-06-25,33220
comuna 12,99,2024-06-25,39473
comuna 16,77,2024-07-31,46262
comuna 13,22,2024-06-23,19430
comuna 15,70,2024-01-30,32602
comuna 5,99,2024-01-30,9155
comuna 15,81,2024-06-23,48281
comuna 14,39,2024-07-31,39831
comuna 11,89,2024-06-23,27165
comuna 1,70,2024-07-31,41503
comuna 12,48,2024-06-23,1469
comuna 12,24,2024-06-23,48607
comuna 14,97,2024-07-31,5579
comuna 3,23,2024-06-25,16305
comuna 5,91,2024-06-25,48641
comuna 7,63,2024-07-31,46977
comuna 15,52,2024-06-23,41966
comuna 5,73,2024-06-23,24314
comuna 6,25,2024-06-23,45714
comuna 1,28,2024-06-25,26353
comuna 8,38,2024-06-23,2343
comuna 7,46,2024-07-31,7407
comuna 16,51,2024-01-30,30053
comuna 12,77,2024-06-25,34284
comuna 7,34,2024-06-25,29292
comuna 15,37,2024-06-25,35088
comuna 1,16,2024-06-25,25801
comuna 8,39,2024-06-25,2633
comuna 3,93,2024-07-31,10705
comuna 12,36,2024-06-25,10826
comuna 10,35,2024-01-30,33556
comuna 3,12,2024-07-31,42184
comuna 9,22,2024-07-31,37291
comuna 2,76,2024-01-30,47658
comuna 2,28,2024-07-31,40556
comuna 13,16,2024-01-30,48966
comuna 12,24,2024-06-23,49018
comuna 9,16,2024-01-30,10225
comuna 9,13,2024-07-31,45104
comuna 9,17,2024-06-25,80
comuna 10,78,2024-01-30,23853
comuna 3,35,2024-01-30,11442
comuna 14,51,2024-07-31,23136
comuna 2,46,2024-06-23,17010
comuna 14,41,2024-06-23,40864
comuna 13,84,2024-06-23,34629
comuna 2,78,2024-07-31,11409
comuna 13,49,2024-06-25,42957
comuna 13,65,2024-06-23,46426
comuna 10,17,2024-06-23,21256
comuna 15,33,2024-06-25,23782
comuna 11,58,2024-07-31,42257
comuna 11,16,2024-07-31,39967
comuna 1,74,2024-01-30,10283
comuna 10,16,2024-07-31,39446
comuna 15,29,2024-07-31,22469
comuna 6,16,2024-06-23,35226
comuna 16,81,2024-01-30,48389
comuna 1,96,2024-01-30,11443
comuna 5,54,2024-01-30,33810
comuna 13,66,2024-06-23,24555
comuna 11,97,2024-06-25,82
comuna 12,39,2024-06-25,24664
comuna 15,62,2024-01-30,44355
comuna 14,92,2024-06-23,10692
comuna 1,19,2024-06-25,38909
comuna 7,87,2024-07-31,40820
comuna 10,23,2024-01-30,42712
comuna 6,73,2024-06-25,5122
comuna 3,23,2024-06-23,43328
comuna 3,76,2024-06-23,33087
comuna 3,32,2024-01-30,26964
comuna 10,74,2024-06-23,11464
comuna 16,59,2024-06-25,41366
comuna 10,92,2024-01-30,9219
comuna 16,79,2024-06-23,3646
comuna 9,98,2024-01-30,12362
comuna 6,10,2024-06-25,42113
comuna 7,86,2024-06-25,25209
comuna 1,13,2024-07-31,5414
comuna 14,18,2024-06-25,37177
comuna 12,12,2024-07-31,34791
comuna 6,32,2024-01-30,33941
comuna 13,83,2024-07-31,12630
comuna 7,90,2024-06-23,38659
comuna 1,74,2024-06-25,46687
comuna 8,40,2024-06-25,17639
comuna 10,94,2024-06-23,41480
comuna 5,62,2024-01-30,14720
comuna 7,26,2024-06-25,16434
comuna 4,52,2024-06-25,28812
comuna 6,64,2024-01-30,13880
comuna 9,22,2024-07-31,16322
comuna 15,13,2024-01-30,26534
comuna 5,95,2024-01-30,21753
comuna 2,76,2024-07-31,38612
comuna 11,74,2024-06-23,972
comuna 5,58,2024-06-23,22045
comuna 9,92,2024-06-25,8338
comuna 15,47,2024-06-23,32753
comuna 9,62,2024-06-23,38291
comuna 5,14,2024-07-31,16482
comuna 8,83,2024-01-30,26538
comuna 1,39,2024-07-31,41847
comuna 16,17,2024-01-30,29203
comuna 9,98,2024-06-23,2106
comuna 2,65,2024-06-23,29745
comuna 2,99,2024-01-30,45539
comuna 1,25,2024-01-30,32293
comuna 6,70,2024-06-25,20025
comuna 1,28,2024-01-30,46580
comuna 8,28,2024-07-31,42682
comuna 9,34,2024-01-30,38770
comuna 3,68,2024-06-23,23656
comuna 12,49,2024-06-23,41810
comuna 12,56,2024-01-30,16265
comuna 4,20,2024-06-25,47338
comuna 6,59,2024-01-30,21106
comuna 1,88,2024-01-30,24350
comuna 13,33,2024-07-31,49941
comuna 12,96,2024-06-23,29827
comuna 16,79,2024-06-25,46505
comuna 16,84,2024-01-30,2288
comuna 7,26,2024-07-31,34941
comuna 6,100,2024-06-23,38894
comuna 6,52,2024-07-31,46559
comuna 5,43,2024-07-31,18859
comuna 13,23,2024-06-23,49225
comuna 6,43,2024-06-25,11649
comuna 11,92,2024-01-30,15413
comuna 10,81,2024-07-31,1178
comuna 5,68,2024-06-23,27036
comuna 8,84,2024-06-25,9650
comuna 7,15,2024-06-23,44940
comuna 2,38,2024-06-23,43449
comuna 14,26,2024-06-25,47933
comuna 9,22,2024-06-23,1596
comuna 8,87,2024-01-30,14469
comuna 13,85,2024-06-25,47200
comuna 3,26,2024-01-30,8345
comuna 4,45,2024-06-25,16509
comuna 15,42,2024-06-25,43298
comuna 8,24,2024-06-23,41696
comuna 14,74,2024-06-23,12018
comuna 14,36,2024-06-23,36619
comuna 12,54,2024-06-25,27991
comuna 7,85,2024-07-31,46766
comuna 11,37,2024-01-30,13244
comuna 12,99,2024-06-23,7083
comuna 9,45,2024-06-23,7003
comuna 1,20,2024-07-31,24491
comuna 3,10,2024-06-23,41081
comuna 14,81,2024-06-23,8661
comuna 12,20,2024-07-31,17261
comuna 5,50,2024-06-23,12769
comuna 5,11,2024-06-23,43036
comuna 14,69,2024-07-31,27421
comuna 3,34,2024-07-31,32957
comuna 11,91,2024-07-31,16651
comuna 7,84,2024-06-25,17753
comuna 5,42,2024-07-31,7028
comuna 4,21,2024-06-25,35027
comuna 15,19,2024-06-23,48315
comuna 1,38,2024-06-23,25319
comuna 11,14,2024-06-23,33502
comuna 2,77,2024-06-25,31157
comuna 13,56,2024-06-23,26321
comuna 7,66,2024-06-25,36228
comuna 5,31,2024-07-31,47635
comuna 11,64,2024-01-30,48852
comuna 3,22,2024-06-25,36005
comuna 11,99,2024-06-23,20586
comuna 7,90,2024-06-25,254
comuna 11,93,2024-06-23,19193
comuna 14,57,2024-07-31,38703
comuna 13,23,2024-07-31,37126
comuna 6,62,2024-07-31,793
comuna 6,67,2024-06-23,17602
comuna 14,99,2024-06-23,34701
comuna 13,31,2024-01-30,14377
comuna 4,63,2024-06-25,2335
comuna 16,19,2024-07-31,19062
comuna 9,14,2024-07-31,39874
comuna 5,24,2024-01-30,41967
comuna 5,22,2024-06-25,38007
comuna 2,96,2024-07-31,16249
comuna 11,78,2024-06-25,49385
comuna 5,89,2024-07-31,6430
comuna 8,58,2024-06-25,7829
comuna 9,48,2024-07-31,29864
comuna 6,24,2024-06-25,19643
comuna 8,80,2024-06-23,43119
comuna 1,52,2024-01-30,27351
comuna 10,59,2024-06-25,19738
comuna 4,65,2024-06-23,22818
comuna 2,42,2024-07-31,42262
comuna 13,56,2024-06-23,31940
comuna 8,88,2024-06-23,823
comuna 4,37,2024-01-30,24347
comuna 5,37,2024-01-30,42764
comuna 1,36,2024-06-25,18150
comuna 7,43,2024-07-31,29969
comuna 8,97,2024-06-23,2715
comuna 1,87,2024-06-23,32314
comuna 7,48,2024-07-31,7814
comuna 10,11,2024-06-25,11081
comuna 3,91,2024-07-31,7186
comuna 4,51,2024-01-30,47680
comuna 3,89,2024-06-25,40567
comuna 4,86,2024-06-23,31002
comuna 16,90,2024-01-30,7714
comuna 7,89,2024-01-30,18292
comuna 16,31,2024-06-25,23873
comuna 3,71,2024-06-25,18620
comuna 8,20,2024-06-25,37037
comuna 6,91,2024-06-25,21138
comuna 8,50,2024-06-25,6768
comuna 2,61,2024-06-25,10407
comuna 16,71,2024-07-31,45847
comuna 15,31,2024-01-30,49740
comuna 5,53,2024-06-23,22371
comuna 9,90,2024-06-25,42208
comuna 12,16,2024-07-31,13262
comuna 3,44,2024-07-31,29139
comuna 3,35,2024-06-25,15224
comuna 16,86,2024-06-23,47346
comuna 2,24,2024-07-31,9612
comuna 8,93,2024-07-31,4416
comuna 10,95,2024-01-30,46866
comuna 8,66,2024-06-25,8322
comuna 1,57,2024-06-25,29799
comuna 14,75,2024-07-31,18690
comuna 6,24,2024-07-31,47257
comuna 8,97,2024-06-23,30699
comuna 12,76,2024-06-23,39738
comuna 16,17,2024-01-30,38111
comuna 8,60,2024-01-30,36514
comuna 5,40,2024-06-25,20846
comuna 7,75,2024-06-23,7791
comuna 4,86,2024-06-23,16823
comuna 6,49,2024-07-31,9249
comuna 16,29,2024-06-25,33880
comuna 6,12,2024-06-25,49197
comuna 6,19,2024-06-25,900
comuna 16,58,2024-07-31,21547
comuna 4,60,2024-06-25,22220
comuna 3,88,2024-06-25,1404
comuna 2,39,2024-06-23,30406
comuna 10,96,2024-06-23,38384
comuna 6,45,2024-07-31,17719
comuna 12,67,2024-06-23,210
comuna 14,67,2024-06-25,13361
comuna 1,26,2024-06-25,12793
comuna 8,93,2024-06-23,2987
comuna 1,73,2024-07-31,22275
comuna 7,80,2024-01-30,4808
comuna 2,52,2024-06-25,10468
comuna 13,71,2024-06-25,31739
comuna 13,80,2024-06-25,22644
comuna 4,95,2024-06-23,17511
comuna 13,33,2024-01-30,48208
